Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price / International,Status
i-got-my-eye-on-you,I got my eye on you,I got my eye on you<br><br>Only 1 available,THE ARTS WITH G,,"","horse, imported_from_etsy, imported_from_etsy_12847, photography",true,Title,Default Title,,,,,"",0.0,shopify,continue,manual,10.00,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4351148905_3r9a.jpg?v=1667373534,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
happy-mushrooms,happy mushrooms,a very happy mushroom<br><br>Only 1 available,THE ARTS WITH G,,"","imported_from_etsy, imported_from_etsy_12847, mushroom, photography",true,Title,Default Title,,,,,"",0.0,shopify,continue,manual,10.00,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4303024900_qgug.jpg?v=1667373534,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
a-very-happy-horse,A Very Happy horse,A Very Happy Horse<br><br>Only 1 available,THE ARTS WITH G,,"","horse, imported_from_etsy, imported_from_etsy_12847, photography",true,Title,Default Title,,,,,"",0.0,shopify,continue,manual,4.00,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4351116413_fihm.jpg?v=1667373534,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
i-love-to-ride-with-a-photo-of-a-horse,I love to ride with a photo of a horse,"Features:<br><br>	● 50% cotton, 50% polyester<br>	● pill-resistant air jet yarn<br>	● double-needle stitching throughout<br>	● double-lined hood<br>	● pouch pocket<br>	● 1x1 ribbed cuffs and waistband with spandex<br>	● no drawcord for added safety<br>								",THE ARTS WITH G,,"","imported_from_etsy, imported_from_etsy_12847",true,Color,Black,Size,L,,,LVKngT2NlaaGs7OwP_9039,0.0,shopify,continue,manual,31.98,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4352999957_p2vw.jpg?v=1667373525,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Black,,XL,,,fgQkeKXZX2Hge7DQz_6684,0.0,shopify,continue,manual,31.98,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4305608494_6lv6.jpg?v=1667373525,2,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Cardinal Red,,L,,,yaOBY9igXkCo7MQut_2946,0.0,shopify,continue,manual,31.98,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4305608434_fal6.jpg?v=1667373525,3,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Cardinal Red,,XL,,,ds98CWuAIRy81xDoy_1933,0.0,shopify,continue,manual,31.98,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4305608388_dvfx.jpg?v=1667373525,4,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Carolina Blue,,L,,,Gn9VMzzuktJoeUYG8_9631,0.0,shopify,continue,manual,31.98,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4352999709_5yve.jpg?v=1667373525,5,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Carolina Blue,,XL,,,9Tc4udfTAU6CrBpLZ_5778,0.0,shopify,continue,manual,31.98,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4305608342_cprn.jpg?v=1667373525,6,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Charcoal,,L,,,Gobcshwz3sI49oQIt_7082,0.0,shopify,continue,manual,31.98,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4352999663_81jn.jpg?v=1667373525,7,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Charcoal,,XL,,,CSf5zfRwWgMTOCbiV_2161,0.0,shopify,continue,manual,31.98,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4352999607_tspw.jpg?v=1667373525,8,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Dark Heather,,L,,,GhyPnCmUgzNt2xP5D_5453,0.0,shopify,continue,manual,31.98,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4352999553_s6eo.jpg?v=1667373525,9,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Dark Heather,,XL,,,ikVtJW9fyzMwdQEAH_8017,0.0,shopify,continue,manual,31.98,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4352999505_lizb.jpg?v=1667373525,10,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Forest Green,,L,,,y2FNU51XXzEceJ3CN_4907,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Forest Green,,XL,,,niefvLcwrs7dOHcyq_2199,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Gold,,L,,,DNU2SqualpgfC7yyh_3580,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Gold,,XL,,,VCSdraRQN6sxtitJw_2703,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Heliconia,,L,,,1OFq5zVyl56ZNYOTV_2213,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Heliconia,,XL,,,ZzP7NRBZCVN3vsKtc_366,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Irish Green,,L,,,Q6AS5yLdsKrcpGNpd_1109,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Irish Green,,XL,,,msTRHGZeomEPja8uX_2392,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Light Pink,,L,,,nOYkzT5AaU9Zacnv3_3857,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Light Pink,,XL,,,jssFOWVkQXN99k3Mo_5,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Maroon,,L,,,fgRFaoCbiAxsduitv_9302,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Maroon,,XL,,,PBCVGEom3uDAKyQh6_2729,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Navy,,L,,,gyin99mo8RndJLHy2_3956,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Navy,,XL,,,Iqf1e5MRkJO5hRNBK_6704,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Orange,,L,,,dP4OJr1HZvWkkPRLb_1966,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Orange,,XL,,,YsC2TomSHm281yXtH_9031,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Purple,,L,,,ocz0ji7MOuccZAfDE_9895,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Purple,,XL,,,G2aFC0Q0gAJLCMqFO_2620,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Red,,L,,,ktqKkzloUdOkWhrEa_5183,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Red,,XL,,,KhVwFaxIs7QGKRSIP_9091,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Royal,,L,,,UA0HMDOGJuOoRKmmW_4152,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Royal,,XL,,,PPManZuc4zcMOD59z_1462,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Safety Pink,,L,,,dxR8Q5RGPltaM8y3t_6291,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Safety Pink,,XL,,,6xs6L51pFhvxOkG0p_235,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Sport Grey,,L,,,qdBBZuJy4cbsoz337_1290,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,Sport Grey,,XL,,,BRiNlYLQHpm4V1rq6_4602,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,White,,L,,,MMjree1YgBEWejFkO_9377,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
i-love-to-ride-with-a-photo-of-a-horse,,,,,,,,,White,,XL,,,UBKN5Ie4umt0i4DAt_5798,0.0,shopify,continue,manual,31.98,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
horse-puzzle-1,horse puzzle,Puzzle desc,THE ARTS WITH G,,"","horse, imported_from_etsy, imported_from_etsy_12847, photography, puzzle",true,Color,White,Size,7.5 X 9.5,,,Ax540GGWKuLhB7pOY_8106,0.0,shopify,continue,manual,32.20,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353137613_4jez.jpg?v=1667373514,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
mouse-pad-with-photo-of-a-horse,mouse pad with photo of a horse,Mouse Pad,THE ARTS WITH G,,"","horse, imported_from_etsy, imported_from_etsy_12847, mouse pad, photography",true,Color,White,Size,9.25 X 7.75,,,bO7mX3hVdO5dZW24g_6363,0.0,shopify,continue,manual,13.99,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4352983809_fnvs.jpg?v=1667373514,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
cork-and-hardwood-coasters,Cork and hardwood coasters,Coaster,THE ARTS WITH G,,"","coaster, imported_from_etsy, imported_from_etsy_12847, mushroom, photography",true,Color,White,Size,3.75 X 3.75,,,pwp7ukFIClj4uYRuf_1172,0.0,shopify,continue,manual,45.53,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4303867438_4lcm.jpg?v=1667373514,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
a-very-irish-horse,a very Irish horse,HD Photo Panel,THE ARTS WITH G,,"","horse, imported_from_etsy, imported_from_etsy_12847, photography, wall art",true,Color,White,Size,10 X 8,,,xyfD4nVCabaRtalSm_4228,0.0,shopify,continue,manual,18.84,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4352963427_gava.jpg?v=1667373514,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
mushroom-hoodie,Mushroom Hoodie,"Fabric:<br><br>	● 50% cotton, 50% polyester<br><br>Features:<br><br>	● Made with recycled polyester fibers from plastic bottles<br>	● Durable coverstitching throughout<br>	● Set-in sleeves and front pouch pocket<br>	● Heavy rib knit waistband and cuffs<br>	● ""C"" logo at left cuff<br>	● Two-ply hood and front pouch pocket<br>	● Dyed-to-match brawcord<br>								",THE ARTS WITH G,,"","imported_from_etsy, imported_from_etsy_12847, mushroom hoodie, Photography",true,Color,Black,Size,S,,,6hkRxS5mzlwT52Dgt_4996,0.0,shopify,continue,manual,43.49,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353505809_24ug.jpg?v=1667373495,1,,false,,,,,,,,,,,,,,,,,kg,,,,,active
mushroom-hoodie,,,,,,,,,Black,,M,,,OYp5gDP0ce8tgmG5G_2627,0.0,shopify,continue,manual,43.49,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4306113838_lhh0.jpg?v=1667373495,2,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Black,,L,,,8RoEAdGcW6V2XBPUN_299,0.0,shopify,continue,manual,43.49,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353505693_8n5s.jpg?v=1667373495,3,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Black,,XL,,,LXyBXYH0IWcMDG2tE_3741,0.0,shopify,continue,manual,43.49,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353505633_rndf.jpg?v=1667373495,4,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Black,,2XL,,,Xn2ODW5qBmkP4YmwE_7105,0.0,shopify,continue,manual,43.49,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4306113698_k7mb.jpg?v=1667373495,5,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Black,,3XL,,,dOyYGPC7tgSLizfcO_7050,0.0,shopify,continue,manual,43.49,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353505563_gbb1.jpg?v=1667373495,6,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Charcoal Heather,,S,,,UhqEI2DpQVHyoGgao_3062,0.0,shopify,continue,manual,43.49,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353505527_8gxi.jpg?v=1667373495,7,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Charcoal Heather,,M,,,xTJSO5JPyfV8MxpKv_8112,0.0,shopify,continue,manual,43.49,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4306113594_y3y3.jpg?v=1667373496,8,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Charcoal Heather,,L,,,ZISK8zpHrSOwPKMun_6800,0.0,shopify,continue,manual,43.49,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4353505425_r56u.jpg?v=1667373496,9,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Charcoal Heather,,XL,,,GX9Eu2Np4A47Ns2aS_8842,0.0,shopify,continue,manual,43.49,,true,true,,https://cdn.shopify.com/s/files/1/0672/9125/1006/products/il_fullxfull.4306113486_nuc3.jpg?v=1667373496,10,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Charcoal Heather,,2XL,,,fsw0M50g9vwDvmMzC_1654,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Charcoal Heather,,3XL,,,6o6u24oTYB1h9QYKt_5363,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Dark Green,,S,,,upltQ0mVP2jisGVmW_6372,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Dark Green,,M,,,91KuYukT8hFrxhe2P_4933,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Dark Green,,L,,,RgeOCQOLCowaPpYtx_9462,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Dark Green,,XL,,,UeJD306E6vjQajiTR_3916,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Dark Green,,2XL,,,7oO0XFhQ1Qni3HUlE_9235,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Dark Green,,3XL,,,c8GUtM8JK0Qyzh0C2_2415,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Gold,,S,,,qaAoACdSn1m6Vz0YI_5502,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Gold,,M,,,BUEVOpVNBr2ni4eXo_8192,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Gold,,L,,,b74yZY340RkzGwpiU_1070,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Gold,,XL,,,B10f5iY5w7eE4RK6l_827,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Gold,,2XL,,,wHsfoR8A98tZlxQk4_6350,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Gold,,3XL,,,9wcQNL0FJ1LnCGqPe_789,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Light Steel,,S,,,9gxZ0RahBmWAj2kDJ_6273,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Light Steel,,M,,,EztLK4AWHnZQDfgs4_2456,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Light Steel,,L,,,YWcfCgjTymOuPTH5m_2304,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Light Steel,,XL,,,U5xR3xrtV5kzgM9m8_6609,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Light Steel,,2XL,,,OYsNXBb0FppHkDudI_8610,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Light Steel,,3XL,,,GtSvLmYlqBInP0k9D_8670,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Maroon,,S,,,BlFUSRMOBMA0fNsAs_1016,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Maroon,,M,,,0SeHpcgSnFeJQd031_5397,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Maroon,,L,,,4vxYb27EXhQCLgAFS_5748,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Maroon,,XL,,,18m66iOHhIm3azzpB_9526,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Maroon,,2XL,,,Q1HqQ8d3Xnur8FwwS_5857,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Maroon,,3XL,,,ulge7xDwYmsGMUS2D_7669,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Navy,,S,,,MiqA5bSWS7MbY3q70_1324,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Navy,,M,,,mfiIYWqVvdw1rkIF0_2489,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Navy,,L,,,r0VLRzXfuAA5um8wy_97,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Navy,,XL,,,jXwkDfRwVg3r3FnUW_2798,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Navy,,2XL,,,5mnke0wKERNuRaddP_2974,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Navy,,3XL,,,9jCu5HRP66uSm0P1E_6781,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Royal Blue,,S,,,N4jxN6jPS4o8m351x_4072,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Royal Blue,,M,,,acpeTsBNaWbEql4Xb_6864,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Royal Blue,,L,,,AqNCBDYkp2LPYSM32_4108,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Royal Blue,,XL,,,6m0QJZHXQPaXfFT2x_1267,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Royal Blue,,2XL,,,QjUAuBM8KkdVdBUZI_7886,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Royal Blue,,3XL,,,U7BSepAlIXNwrCDLj_2420,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Scarlet,,S,,,cXxyIGCQWWx2EoQkY_579,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Scarlet,,M,,,x7JPRSIC3OrsJCEsO_8607,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Scarlet,,L,,,wOGonPgHgGT13xzQ2_5974,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Scarlet,,XL,,,ADmee875MgL9DSCjD_9352,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Scarlet,,2XL,,,pWDHSnKZ0ev5oLSmF_5530,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Scarlet,,3XL,,,4NA48GqzjKFcUUn5Y_7541,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Silver Grey,,S,,,qzYKNDjBE9quX4qWH_8112,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Silver Grey,,M,,,up4hhFWPLssbDQRjc_5526,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Silver Grey,,L,,,Z55MYluqDqoTusa75_9012,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Silver Grey,,XL,,,iwqWrmF4PCOwwjyWi_9181,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Silver Grey,,2XL,,,iQ3Qrr7mbimI6yNkF_1380,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
mushroom-hoodie,,,,,,,,,Silver Grey,,3XL,,,vKjMjE2oLjHMIIw5w_6709,0.0,shopify,continue,manual,43.49,,true,true,,,,,,,,,,,,,,,,,,,,,,kg,,,,,
